Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.","Tormod Haugen, Per Svein Paulsen","=""""","=""""",0,4.23,HarperCollins Publishers,Paperback,206,2005,1950,,2022/10/20,to-read,to-read (#348),to-read,,,,0,0
62000500,Hegemony Now: How Big Tech and Wall Street Won the World (And How We Win it Back),Alex Williams,"Williams, Alex",Jeremy Gilbert,"=""""","=""""",0,3.84,,Kindle Edition,,2022,,,2022/10/16,to-read,to-read (#347),to-read,,,,0,0
57822882,Legacy of Violence: A History of the British Empire,Caroline Elkins,"Elkins, Caroline",,"=""0307272427""","=""9780307272423""",0,4.24,Knopf,Hardcover,896,2022,2022,,2022/10/15,to-read,to-read (#346),to-read,,,,0,0
58993078,Chums: How A Tiny Caste of Oxford Tories Took Over The UK,Simon Kuper,"Kuper, Simon",,"=""1788167384""","=""9781788167383""",0,4.02,IPS - Profile Books,Hardcover,240,2022,2022,,2022/10/15,to-read,to-read (#345),to-read,,,,0,0
59883428,Magnificent Rebels: The First Romantics and the Invention of the Self,Andrea Wulf,"Wulf, Andrea",,"=""0525657118""","=""9780525657118""",0,4.20,Knopf,Hardcover,512,2022,2022,,2022/10/15,to-read,to-read (#344),to-read,,,,0,0
30933,Brideshead Revisited,Evelyn Waugh,"Waugh, Evelyn",,"=""0316926345""","=""9780316926348""",0,4.01,Back Bay Books,Paperback,351,1999,1945,,2022/10/15,to-read,to-read (#343),to-read,,,,0,0
53223710,Heaven,Mieko Kawakami,"Kawakami, Mieko","Sam Bett, David  Boyd","=""1609456211""","=""9781609456214""",0,3.83,Europa Editions,Hardcover,192,2021,2009,,2022/10/15,to-read,to-read (#342),to-read,,,,0,0
50736031,Breasts and Eggs,Mieko Kawakami,"Kawakami, Mieko","Sam Bett, David  Boyd","=""1609455878""","=""9781609455873""",0,3.87,Europa Editions,Hardcover,430,2020,2019,,2022/10/15,to-read,to-read (#341),to-read,,,,0,0
20527133,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,"Bostrom, Nick",,"=""0199678111""","=""9780199678112""",5,3.86,Oxford University Press,Hardcover,352,2014,2014,2022/10/04,2019/05/23,,,read,,,,1,0
57844169,"The Gray Lady Winked: How the New York Times's Misreporting, Distortions and Fabrications Radically Alter History",Ashley Rindsberg,"Rindsberg, Ashley",,"=""1736703307""","=""9781736703304""",0,3.96,Midnight Oil Publishers,Hardcover,284,2021,2021,,2022/09/30,to-read,to-read (#340),to-read,,,,0,0
44595007,Indistractable: How to Control Your Attention and Choose Your Life,Nir   Eyal,"Eyal, Nir",Julie Li,"=""194883653X""","=""9781948836531""",0,3.75,BenBella Books,Hardcover,290,2019,2019,,2022/09/30,to-read,to-read (#339),to-read,,,,0,0
11148989,Catching Fire: How Cooking Made Us Human,Richard W. Wrangham,"Wrangham, Richard W.",,"=""""","=""9780465013623""",0,3.88,Basic Books,Hardcover,309,2009,2009,,2022/09/30,to-read,to-read (#338),to-read,,,,0,0
49089580,The Craft: How the Freemasons Made the Modern World,John Dickie,"Dickie, John",,"=""161039867X""","=""9781610398671""",0,3.77,PublicAffairs,Hardcover,496,2020,2020,,2022/09/30,to-read,to-read (#337),to-read,,,,0,0
42036377,Where Is My Flying Car?: A Memoir of Future Past,J. Storrs Hall,"Hall, J. Storrs",,"=""""","=""""",0,4.13,,Kindle Edition,609,2018,,,2022/09/30,to-read,to-read (#336),to-read,,,,0,0
82256,The Sovereign Individual: Mastering the Transition to the Information Age,James Dale Davidson,"Davidson, James Dale",William Rees-Mogg,"=""0684832720""","=""9780684832722""",0,4.20,Touchstone,Paperback,448,1999,1997,,2022/09/30,to-read,to-read (#335),to-read,,,,0,0
13525945,So Good They Can't Ignore You: Why Skills Trump Passion in the Quest for Work You Love,Cal Newport,"Newport, Cal",,"=""1455509108""","=""9781455509102""",0,4.08,Business Plus,ebook,288,2012,2012,,2022/09/30,to-read,to-read (#334),to-read,,,,0,0
59201469,How the World Became Rich: The Historical Origins of Economic Growth,Mark Koyama,"Koyama, Mark",Jared Rubin,"=""1509540237""","=""9781509540235""",0,4.29,Polity,Paperback,240,2022,2022,,2022/09/30,to-read,to-read (#333),to-read,,,,0,0
13753165,London: A History in Maps (London Topographical Society Publication),Peter Barber,"Barber, Peter",,"=""071235879X""","=""9780712358798""",4,4.25,British Library Publishing,Hardcover,224,2012,2012,2022/09/25,2022/06/27,,,read,,,,1,0
17333289,Operation Paperclip: The Secret Intelligence Program that Brought Nazi Scientists to America,Annie Jacobsen,"Jacobsen, Annie",,"=""031622104X""","=""9780316221047""",0,4.10,"Little, Brown and Company",Hardcover,575,2014,2014,,2022/09/24,to-read,to-read (#332),to-read,,,,0,0
6792261,The Making of the British Army,Allan Mallinson,"Mallinson, Allan",,"=""0593051084""","=""9780593051085""",0,4.12,Bantam Press,Hardcover,339,2009,2009,,2022/09/19,to-read,to-read (#331),to-read,,,,0,0
1171713,The Soviet Space Race with Apollo,Asif A. Siddiqi,"Siddiqi, Asif A.",,"=""0813026288""","=""9780813026282""",0,4.31,University Press of Florida,Paperback,512,2003,2003,,2022/09/16,to-read,to-read (#330),to-read,,,,0,0
960,"Angels & Demons (Robert Langdon, #1)",Dan Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",0,3.93,Pocket Books,Mass Market Paperback,736,2006,2000,,2022/09/14,to-read,to-read (#329),to-read,,,,0,0
355190,Orientalism,Edward W. Said,"Said, Edward W.",,"=""""","=""""",0,4.10,Vintage,Paperback,424,2003,1978,,2022/09/14,to-read,to-read (#328),to-read,,,,0,0
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333846""","=""9780385333849""",0,4.09,Dial Press,Paperback,275,1999,1969,,2022/09/14,to-read,to-read (#327),to-read,,,,0,0
10975,The Sound and the Fury,William Faulkner,"Faulkner, William",,"=""""","=""""",0,3.86,Vintage International,Paperback,366,1990,1929,,2022/09/14,to-read,to-read (#326),to-read,,,,0,0
13214,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,"Angelou, Maya",,"=""0553279378""","=""9780553279375""",0,4.28,Bantam Books,Paperback,289,1993,1969,,2022/09/14,to-read,to-read (#325),to-read,,,,0,0
39020,1491: New Revelations of the Americas Before Columbus,Charles C. Mann,"Mann, Charles C.",,"=""1400032059""","=""9781400032051""",0,4.04,Vintage,Paperback,563,2006,2005,,2022/09/14,to-read,to-read (#324),to-read,,,,0,0
1067,1776,David McCullough,"McCullough, David",,"=""0743226720""","=""9780743226721""",0,4.09,Simon  Schuster,Paperback,386,2006,2005,,2022/09/14,to-read,to-read (#323),to-read,,,,0,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.38,Vintage,Paperback,512,2015,2011,,2022/09/14,to-read,to-read (#322),to-read,,,,0,0
95784,The Rape of Nanking: The Forgotten Holocaust of World War II,Iris Chang,"Chang, Iris",,"=""0140277447""","=""9780140277449""",0,4.19,Penguin Books,Paperback,290,1998,1997,,2022/09/14,to-read,to-read (#321),to-read,,,,0,0
422945,Stuff Happens,David Hare,"Hare, David",,"=""057122606X""","=""9780571226061""",0,3.76,"Farrar, Straus and Giroux",Paperback,128,2005,2005,,2022/09/14,to-read,to-read (#320),to-read,,,,0,0
2188259,A Thousand Hills: Rwanda's Rebirth and the Man Who Dreamed It,Stephen Kinzer,"Kinzer, Stephen",,"=""0470120150""","=""9780470120156""",0,4.21,Wiley,Hardcover,410,2008,2008,,2022/09/14,to-read,to-read (#319),to-read,,,,0,0
60177373,Fairy Tale,Stephen King,"King, Stephen",,"=""1668002175""","=""9781668002179""",0,4.15,Scribner,Hardcover,608,2022,2022,,2022/09/14,to-read,to-read (#318),to-read,,,,0,0
23432917,Civil War: The History of England Volume III,Peter Ackroyd,"Ackroyd, Peter",,"=""""","=""""",0,3.99,Picador,Kindle Edition,529,2014,2014,,2022/09/09,to-read,to-read (#317),to-read,,,,0,0
61295851,Harry Potter and the Philosopher’s Stone (Harry Potter #1),J.K. Rowling,"Rowling, J.K.",Stephen Fry,"=""""","=""""",4,4.47,Pottermore ,Audible Audio,10,,1997,2022/07/24,2022/07/18,,,read,,,,1,0
237011,Dr. Space: The Life of Wernher Von Braun,Bob Ward,"Ward, Bob",John Glenn,"=""1591149266""","=""9781591149262""",0,4.12,Naval Inst Pr,Hardcover,282,2005,2005,,2022/09/08,to-read,to-read (#316),to-read,,,,0,0
22551809,The Road to Character,David  Brooks,"Brooks, David",,"=""081299325X""","=""9780812993257""",0,3.65,Random House,Hardcover,320,2015,2015,,2022/09/04,to-read,to-read (#315),to-read,,,,0,0
22743742,"Colour of Magic (Disc world, #1)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",4,4.00,,ebook,198,,1983,2022/08/30,2022/07/08,,,read,,,,1,0
21062298,The Hollow Crown,Dan Jones,"Jones, Dan",,"=""0571288073""","=""9780571288076""",0,4.26,Faber and Faber,Hardcover,434,2014,2014,,2022/08/26,to-read,to-read (#314),to-read,,,,0,0
4934,The Brothers Karamazov,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Borut Kraševec, Ива Николова","=""""","=""""",0,4.36,"Farrar, Straus and Giroux",Paperback,796,2002,1878,,2022/08/22,to-read,to-read (#313),to-read,,,,0,0
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Katherine Tiernan O'Connor, Ellendea Proffer, Diana Lewis Burgin, Hans Fronius","=""0679760806""","=""9780679760801""",0,4.29,Vintage International,Paperback,372,1996,1967,,2022/08/22,to-read,to-read (#312),to-read,,,,0,0
51291061,The Super Achievers: The Remarkable Jewish Contribution to Science and Human Well-being Highlighted by Nobel Prize Winners,Ronald Gerstl,"Gerstl, Ronald",,"=""""","=""""",0,4.20,Excelsis Press,Kindle Edition,377,2020,,,2022/08/21,to-read,to-read (#311),to-read,,,,0,0
7550775,"The Golden Age of Jewish Achievement: The Compendium of a Culture, a People, and Their Stunning Performance",Steven L. Pease,"Pease, Steven L.",,"=""0982516800""","=""9780982516805""",0,4.07,Deucalion,Hardcover,624,2009,2009,,2022/08/21,to-read,to-read (#310),to-read,,,,0,0
104527,Not by Genes Alone: How Culture Transformed Human Evolution,Peter J. Richerson,"Richerson, Peter J.",Robert   Boyd,"=""0226712125""","=""9780226712123""",0,3.94,University of Chicago Press,Paperback,342,2006,2004,,2022/08/21,to-read,to-read (#309),to-read,,,,0,0
55886098,Gray Mirror of the Nihilist Prince,Curtis Yarvin,"Yarvin, Curtis",,"=""""","=""""",0,4.18,,Audiobook,,2020,,,2022/08/19,to-read,to-read (#308),to-read,,,,0,0
25934857,A Gentle Introduction to Unqualified Reservations,Mencius Moldbug,"Moldbug, Mencius",,"=""""","=""""",0,3.98,Unqualified Reservations,Kindle Edition,282,2015,2009,,2022/08/18,to-read,to-read (#307),to-read,,,,0,0
10016013,Harry Potter and the Methods of Rationality,Eliezer Yudkowsky,"Yudkowsky, Eliezer",,"=""""","=""""",0,4.39,hpmor.com & fanfiction.net,ebook,2184,2015,2015,,2022/08/18,to-read,to-read (#306),to-read,,,,0,0
41727540,Mastering Functional Programming: Functional techniques for sequential and parallel programming with Scala,Anatolii Kmetiuk,"Kmetiuk, Anatolii",,"=""""","=""""",0,2.50,Packt Publishing,Kindle Edition,382,2018,,,2022/08/11,to-read,to-read (#305),to-read,,,,0,0
13541678,Functional Programming in Scala,Rúnar Bjarnason,"Bjarnason, Rúnar",Paul Chiusano,"=""1617290653""","=""9781617290657""",0,4.42,Manning Publications,Paperback,320,2013,2013,,2021/07/31,"learning, to-read","learning (#8), to-read (#304)",to-read,,,,1,0
28765689,Effective Go,Google,"Google, Google",,"=""""","=""""",0,4.15,,,,,,,2022/08/10,to-read,to-read (#303),to-read,,,,0,0
22480600,The Neuroscience of Intelligence (Cambridge Fundamentals of Neuroscience in Psychology),Richard J. Haier,"Haier, Richard J.",,"=""110746143X""","=""9781107461437""",0,4.26,Cambridge University Press,Paperback,266,2016,2015,,2022/08/09,to-read,to-read (#302),to-read,,,,0,0
18114087,The Knowledge: How to Rebuild Our World from Scratch,Lewis Dartnell,"Dartnell, Lewis",,"=""159420523X""","=""9781594205231""",0,3.76,Penguin Books,Hardcover,340,2014,2014,,2022/07/30,to-read,to-read (#301),to-read,,,,0,0
408204,"Ideas: A History of Thought and Invention, from Fire to Freud",Peter Watson,"Watson, Peter",,"=""0060935642""","=""9780060935641""",0,4.35,Harper Perennial,Paperback,852,2006,2005,,2022/07/30,to-read,to-read (#300),to-read,,,,0,0
179744,The Emperor's New Mind,Roger Penrose,"Penrose, Roger",,"=""0192861980""","=""9780192861986""",0,3.90,Oxford University Press,Paperback,602,1999,1989,,2022/07/30,to-read,to-read (#299),to-read,,,,0,0
56977420,Understanding Distributed Systems: What every developer should know about large distributed applications,Roberto Vitillo,"Vitillo, Roberto",,"=""""","=""""",0,4.41,,ebook,,2021,,,2022/07/30,"to-read, learning","to-read (#298), learning (#37)",to-read,,,,0,0
107400,London: The Biography,Peter Ackroyd,"Ackroyd, Peter",,"=""0385497717""","=""9780385497718""",0,3.96,Anchor Books,Paperback,801,2003,2000,,2022/07/17,to-read,to-read (#297),to-read,,,,0,0
14519788,"St Paul's Cathedral: 1,400 Years at the Heart of London",Ann Saunders,"Saunders, Ann",,"=""1857598024""","=""9781857598025""",0,4.50,Scala Arts Publishers Inc.,Hardcover,144,2012,2012,,2022/07/17,to-read,to-read (#296),to-read,,,,0,0
4096325,Building St Paul's,James W.P. Campbell,"Campbell, James W.P.",,"=""050034244X""","=""9780500342442""",0,4.38,Thames & Hudson,Hardcover,176,2008,2008,,2022/07/17,to-read,to-read (#295),to-read,,,,0,0
33640229,"Little Soldiers: An American Boy, a Chinese School, and the Global Race to Achieve",Lenora Chu,"Chu, Lenora",,"=""0062367870""","=""9780062367877""",0,4.15,Harper,ebook,368,2017,2017,,2022/07/17,to-read,to-read (#294),to-read,,,,0,0
34274962,Insane Mode: How Elon Musk's Tesla Sparked an Electric Revolution to End the Age of Oil,Hamish  McKenzie,"McKenzie, Hamish",,"=""110198595X""","=""9781101985953""",0,3.73,Dutton Books,Hardcover,304,2018,,,2022/07/17,to-read,to-read (#293),to-read,,,,0,0
487842,His Invention So Fertile: A Life of Christopher Wren,Adrian Tinniswood,"Tinniswood, Adrian",,"=""0195149890""","=""9780195149890""",0,3.89,Oxford University Press,Hardcover,504,2001,2001,,2022/07/17,to-read,to-read (#292),to-read,,,,0,0
60438,In the Name of Rome: The Men Who Won the Roman Empire,Adrian Goldsworthy,"Goldsworthy, Adrian",,"=""""","=""""",0,4.10,Phoenix,Paperback,480,2004,2003,,2022/07/16,to-read,to-read (#291),to-read,,,,0,0
36525023,Women & Power: A Manifesto,Mary Beard,"Beard, Mary",,"=""1631494759""","=""9781631494758""",0,4.03,Liveright,Hardcover,115,2017,2017,,2022/07/16,to-read,to-read (#290),to-read,,,,0,0
100034,Quantum: A Guide for the Perplexed,Jim Al-Khalili,"Al-Khalili, Jim",,"=""1841882380""","=""9781841882383""",5,4.13,Weidenfeld & Nicolson,Paperback,280,2004,2003,2022/07/12,2022/03/14,,,read,,,,1,0
23814,"King Solomon's Mines (Allan Quatermain, #1)",H. Rider Haggard,"Haggard, H. Rider",Alexandra Fuller,"=""0812966295""","=""9780812966299""",4,3.80,Modern Library,Paperback,264,2002,1885,2022/05/15,2022/04/29,,,read,,,,1,0
20821092,Napoleon: A Life,Andrew Roberts,"Roberts, Andrew",,"=""0670025321""","=""9780670025329""",4,4.18,Viking,Hardcover,976,2014,2014,,2019/05/23,,,read,,,,1,0
276022,The Diversity Myth : Multiculturalism and Political Intolerance on Campus,David O. Sacks,"Sacks, David O.","Peter Thiel, Elizabeth Fox-Genovese","=""0945999763""","=""9780945999768""",4,3.86,Independent Institute,Paperback,314,1998,1996,2021/10/11,2021/10/09,,,read,,,,1,0
56479401,Mythos / Heroes,Stephen Fry,"Fry, Stephen",,"=""912378430X""","=""9789123784301""",0,4.28,Penguin,Paperback,,2019,,,2022/07/06,to-read,to-read (#289),to-read,,,,0,0
45691904,"The Ages of Globalization: Geography, Technology, and Institutions",Jeffrey D. Sachs,"Sachs, Jeffrey D.",,"=""0231193742""","=""9780231193740""",0,3.85,Columbia University Press,Hardcover,280,2020,,,2022/07/06,to-read,to-read (#288),to-read,,,,0,0
50364458,The Tyranny of Merit: What's Become of the Common Good?,Michael J. Sandel,"Sandel, Michael J.",,"=""0241407605""","=""9780241407608""",0,4.20,Allen Lane,Paperback,272,2020,2020,,2022/06/30,to-read,to-read (#287),to-read,,,,0,0
767171,The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,"Shirer, William L.",,"=""0671728687""","=""9780671728687""",0,4.19,Simon & Schuster,Mass Market Paperback,1614,1990,1960,,2022/06/29,to-read,to-read (#286),to-read,,,,0,0
88432,Life and Fate,Vasily Grossman,"Grossman, Vasily",,"=""0099506165""","=""9780099506164""",0,4.44,Vintage Classics,Paperback,864,2006,1960,,2022/06/29,to-read,to-read (#285),to-read,,,,0,0
625094,The Leopard,Giuseppe Tomasi di Lampedusa,"Lampedusa, Giuseppe Tomasi di",Archibald Colquhoun,"=""0679731210""","=""9780679731214""",0,4.01,Pantheon,Paperback,319,1991,1958,,2022/06/29,to-read,to-read (#284),to-read,,,,0,0
29386,Nathaniel's Nutmeg: How One Man's Courage Changed the Course of History,Giles Milton,"Milton, Giles",,"=""0340696761""","=""9780340696767""",0,3.82,Sceptre,Paperback,388,2005,1999,,2022/06/29,to-read,to-read (#283),to-read,,,,0,0
60128218,"The Complete Guide to Adopting a Cat: Preparing for, Selecting, Raising, Training, and Loving Your New Adopted Cat or Kitten",Laura Cassiday,"Cassiday, Laura",,"=""""","=""""",0,4.50,,Kindle Edition,,2021,,,2022/06/28,to-read,to-read (#282),to-read,,,,0,0
46674,Feeling Good: The New Mood Therapy,David D. Burns,"Burns, David D.",,"=""0380810336""","=""9780380810338""",0,4.04,Harper,Mass Market Paperback,736,2008,1980,,2022/06/28,to-read,to-read (#281),to-read,,,,0,0
34400039,"Beyond the Messy Truth: How We Came Apart, How We Come Together",Van Jones,"Jones, Van",Prentice Onayemi,"=""0525524789""","=""9780525524786""",0,4.14,Books on Tape,Audio CD,,2017,2017,,2022/06/28,to-read,to-read (#280),to-read,,,,0,0
452343,The Worry Cure: Seven Steps to Stop Worry from Stopping You,Robert L. Leahy,"Leahy, Robert L.",,"=""1400097665""","=""9781400097661""",0,3.94,Harmony,Paperback,336,2006,2005,,2022/06/28,to-read,to-read (#279),to-read,,,,0,0
36556202,The Coddling of the American Mind: How Good Intentions and Bad Ideas Are Setting Up a Generation for Failure,Jonathan Haidt,"Haidt, Jonathan",Greg Lukianoff,"=""""","=""""",5,4.25,Penguin Books,Kindle Edition,352,2018,2018,2022/06/28,2022/06/20,,,read,,,,1,0
11084145,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,"=""1451648537""","=""9781451648539""",4,4.16,Simon & Schuster,Hardcover,630,2011,2011,,2015/06/12,,,read,,,,1,0
31850765,Energy and Civilization: A History (The MIT Press),Vaclav Smil,"Smil, Vaclav",,"=""0262035774""","=""9780262035774""",0,4.12,The MIT Press,Hardcover,568,2017,2017,,2022/06/28,to-read,to-read (#278),to-read,,,,0,0
58437949,Lion City: Singapore and the Invention of Modern Asia,Jeevan Vasagar,"Vasagar, Jeevan",,"=""1643139347""","=""9781643139340""",0,4.03,Pegasus Books,Hardcover,336,2022,,,2022/06/28,to-read,to-read (#277),to-read,,,,0,0
27220153,Squares of London,John      Coulter,"Coulter, John",,"=""075096068X""","=""9780750960687""",0,0.0,The History Press,Hardcover,576,2016,,,2022/06/27,to-read,to-read (#276),to-read,,,,0,0
216561,Marie Curie: A Life (Radcliffe Biography Series),Susan Quinn,"Quinn, Susan",,"=""0201887940""","=""9780201887945""",0,4.20,Da Capo Press,Paperback,528,1996,1995,,2022/06/26,to-read,to-read (#275),to-read,,,,0,0
36376958,Cadogan and Chelsea: The Making of a Modern Estate,Beatrice Behlen,"Behlen, Beatrice","John Julius Cooper, Brent Elliott, Alan Powers, Amber Jane Butchart, John  Simpson, Alwyn Turner","=""1910787434""","=""9781910787434""",0,0.0,Unicorn Publishing Group,Hardcover,224,2018,,,2022/06/26,to-read,to-read (#274),to-read,,,,0,0
31117072,"A Hero Born (Legends of the Condor Heroes, #1)",Jin Yong,"Yong, Jin",Anna Holmwood,"=""0857053000""","=""9780857053008""",0,3.98,MacLehose Press,Paperback,395,2018,1957,,2022/06/25,to-read,to-read (#273),to-read,,,,0,0
35692981,Chess Opening Names: The Fascinating & Entertaining History Behind The First Few Moves,Nathan Rose,"Rose, Nathan",,"=""""","=""""",0,4.02,Stonepine Publishing,Kindle Edition,231,2017,,,2022/06/24,to-read,to-read (#272),to-read,,,,0,0
60567658,Learn Quantum Computation Using Qiskit,Qiskit Community Team,"Team, Qiskit Community",,"=""""","=""""",5,5.00,,,,,,2022/04/24,2022/03/07,learning,learning (#32),read,,,,1,0
58844852,The Great Experiment: Why Diverse Democracies Fall Apart and How They Can Endure,Yascha Mounk,"Mounk, Yascha",,"=""0593296818""","=""9780593296813""",0,3.74,Penguin Press,Hardcover,368,2022,2022,,2022/06/19,to-read,to-read (#271),to-read,,,,0,0
6250260,"Free-Range Kids, Giving Our Children the Freedom We Had Without Going Nuts with Worry",Lenore Skenazy,"Skenazy, Lenore",,"=""0470471948""","=""9780470471944""",0,3.91,Jossey-Bass,Hardcover,195,2009,2009,,2022/06/18,to-read,to-read (#270),to-read,,,,0,0
58233201,After the Fall: Being American in the World We've Made,Ben  Rhodes,"Rhodes, Ben",,"=""""","=""""",2,4.23,,Kindle Edition,384,2021,2021,2022/06/17,2022/05/16,,,read,,,,1,0
58838847,The War on the West,Douglas Murray,"Murray, Douglas",,"=""0063162024""","=""9780063162020""",0,4.30,Broadside Books,Hardcover,308,2022,2022,,2022/06/12,to-read,to-read (#269),to-read,,,,0,0
3044,The Vision of the Anointed: Self-Congratulation as a Basis for Social Policy,Thomas Sowell,"Sowell, Thomas",,"=""046508995X""","=""9780465089956""",0,4.39,Basic Books,Paperback,320,1996,1995,,2022/05/21,to-read,to-read (#268),to-read,,,,0,0
33613855,The Evolution of Desire: Strategies of Human Mating,David M. Buss,"Buss, David M.",,"=""""","=""""",0,4.15,Basic Books,Kindle Edition,272,2016,1994,,2022/05/18,to-read,to-read (#267),to-read,,,,0,0
57155265,The Anatomy of Racial Inequality: With a New Preface (The W. E. B. Du Bois Lectures),Glenn C. Loury,"Loury, Glenn C.",,"=""0674260465""","=""9780674260467""",0,3.85,Harvard University Press,Paperback,256,2021,2002,,2022/05/17,to-read,to-read (#266),to-read,,,,0,0
55749283,After the Fall: Being American in the World We've Made,Ben  Rhodes,"Rhodes, Ben",,"=""""","=""""",0,4.23,Random House,Kindle Edition,339,2021,2021,,2022/04/29,to-read,to-read (#265),to-read,,,,0,0
34431411,"Stream Processing with Apache Flink: Fundamentals, Implementation, and Operation of Streaming Applications",Fabian Hueske,"Hueske, Fabian",Vasiliki Kalavri,"=""149197429X""","=""9781491974292""",0,4.21,O'Reilly Media,Paperback,308,2019,,,2022/05/09,"learning, to-read","learning (#34), to-read (#264)",to-read,,,,0,0
56269174,"Talent: How to Identify Energizers, Creatives, and Winners Around the World",Tyler Cowen,"Cowen, Tyler",Daniel Gross,"=""1250275814""","=""9781250275813""",0,3.62,St. Martin's Press,Hardcover,288,2022,,,2022/05/08,to-read,to-read (#263),to-read,,,,0,0
38065,The Billion Dollar Molecule: One Company's Quest for the Perfect Drug,Barry Werth,"Werth, Barry",,"=""0671510576""","=""9780671510572""",0,3.94,Simon  Schuster,Paperback,464,1995,,,2022/05/07,to-read,to-read (#262),to-read,,,,0,0
12030438,"The Startup of You: Adapt to the Future, Invest in Yourself, and Transform Your Career",Reid Hoffman,"Hoffman, Reid",Ben Casnocha,"=""""","=""""",0,3.82,Crown Business,Kindle Edition,252,2012,2012,,2022/05/03,to-read,to-read (#261),to-read,,,,0,0
38458392,The World As It Is: Inside the Obama White House,Ben  Rhodes,"Rhodes, Ben",,"=""1847925170""","=""9781847925176""",0,4.31,Bodley Head,Hardcover,480,2018,2018,,2022/04/29,to-read,to-read (#260),to-read,,,,0,0
56898213,The Afghanistan Papers: A Secret History of the War,Craig Whitlock,"Whitlock, Craig",The Washington Post,"=""1982159006""","=""9781982159009""",0,4.27,Simon & Schuster,Hardcover,368,2021,2021,,2022/04/29,to-read,to-read (#259),to-read,,,,0,0
36100653,Uncivil Agreement: How Politics Became Our Identity,Lilliana Mason,"Mason, Lilliana",,"=""022652454X""","=""9780226524542""",0,3.90,University of Chicago Press,Paperback,192,2018,2018,,2022/04/29,to-read,to-read (#258),to-read,,,,0,0
43263151,Divided We Fall: America's Secession Threat and How to Restore Our Nation,David A. French,"French, David A.",,"=""1250201977""","=""9781250201973""",0,4.11,St. Martin's Press,Hardcover,288,2020,2020,,2022/04/29,to-read,to-read (#257),to-read,,,,0,0
52098718,Why We're Polarized,Ezra Klein,"Klein, Ezra",,"=""147670032X""","=""9781476700328""",0,4.23,Avid Reader Press / Simon  Schuster,Hardcover,336,2020,2020,,2022/04/29,to-read,to-read (#256),to-read,,,,0,0
35628594,Political Tribes: Group Instinct and the Fate of Nations,Amy  Chua,"Chua, Amy",,"=""0399562850""","=""9780399562853""",0,4.20,Penguin Press,Hardcover,293,2018,2018,,2022/04/29,to-read,to-read (#255),to-read,,,,0,0
52382865,"How to Lose the Information War: Russia, Fake News and the Future of Conflict",Nina Jankowicz,"Jankowicz, Nina",,"=""1838607684""","=""9781838607685""",0,4.04,I.B. Tauris,Hardcover,272,2020,2020,,2022/04/29,to-read,to-read (#254),to-read,,,,0,0
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",0,4.19,Houghton Mifflin Harcourt,Kindle Edition,298,2013,1949,,2022/04/29,to-read,to-read (#253),to-read,,,,0,0
55608536,The Tech Resume Inside Out,Gergely  Orosz,"Orosz, Gergely",,"=""""","=""9781636494166""",0,4.39,Gergely Orosz,ebook,217,2020,,,2022/04/28,to-read,to-read (#252),to-read,,,,0,0
72148,Restless,William  Boyd,"Boyd, William",,"=""0747589372""","=""9780747589372""",0,3.92,Bloomsbury,Paperback,336,2007,2006,,2022/04/27,to-read,to-read (#251),to-read,,,,0,0
51784,The Autobiography of Bertrand Russell,Bertrand Russell,"Russell, Bertrand",,"=""041522862X""","=""9780415228626""",0,4.07,Routledge,Paperback,749,2000,1951,,2022/04/26,to-read,to-read (#250),to-read,,,,0,0
225468,Industrial Society and Its Future,Theodore J. Kaczynski,"Kaczynski, Theodore J.",,"=""""","=""""",0,3.89,,Paperback,149,1995,1995,,2022/04/26,to-read,to-read (#249),to-read,,,,0,0
57880116,The Contrarian: Peter Thiel and Silicon Valley's Pursuit of Power,Max Chafkin,"Chafkin, Max",,"=""""","=""""",0,3.59,Penguin Press,Kindle Edition,400,2021,2021,,2022/04/26,to-read,to-read (#248),to-read,,,,0,0
17994,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,"Singh, Simon",,"=""0385495323""","=""9780385495325""",0,4.29,Anchor,Paperback,432,2000,1999,,2022/04/25,to-read,to-read (#247),to-read,,,,0,0
